"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (14-21 days)","IFA/BEP","up","Tryptophan Metabolism",4,1,1.49,0.86,1
"Misame (14-21 days)","IFA/BEP","up","Aspartate Metabolism",4,1,1.49,0.86,1
"Misame (14-21 days)","IFA/BEP","up","Glycine and Serine Metabolism",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Phenylalanine and Tyrosine Metabolism",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Ammonia Recycling",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Porphyrin Metabolism",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Pyrimidine Metabolism",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Folate Metabolism",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Threonine and 2-Oxobutanoate Degradation",5,1,1.86,0.919,1
"Misame (14-21 days)","IFA/BEP","up","Propanoate Metabolism",6,1,2.23,0.954,1
"Misame (14-21 days)","IFA/BEP","up","Methionine Metabolism",6,1,2.23,0.954,1
"Misame (14-21 days)","IFA/BEP","up","Glutamate Metabolism",6,1,2.23,0.954,1
"Misame (14-21 days)","IFA/BEP","up","Histidine Metabolism",7,1,2.6,0.975,1
"Misame (14-21 days)","IFA/BEP","up","Tyrosine Metabolism",8,1,2.97,0.986,1
"Misame (1-2 mo.)","BEP/BEP","down","Degradation of Superoxides",3,2,0.343,0.029,1
"Misame (1-2 mo.)","BEP/BEP","down","Transfer of Acetyl Groups into Mitochondria",4,2,0.457,0.0557,1
"Misame (1-2 mo.)","BEP/BEP","down","Propanoate Metabolism",6,2,0.686,0.128,1
"Misame (1-2 mo.)","BEP/BEP","down","Citric Acid Cycle",6,2,0.686,0.128,1
"Misame (1-2 mo.)","BEP/BEP","down","Histidine Metabolism",7,2,0.8,0.171,1
"Misame (1-2 mo.)","BEP/BEP","down","Warburg Effect",7,2,0.8,0.171,1
"Misame (1-2 mo.)","BEP/BEP","down","Pyruvate Metabolism",8,2,0.914,0.218,1
"Misame (1-2 mo.)","BEP/BEP","down","Catecholamine Biosynthesis",2,1,0.229,0.218,1
"Misame (1-2 mo.)","BEP/BEP","down","Fatty Acid Biosynthesis",2,1,0.229,0.218,1
"Misame (1-2 mo.)","BEP/BEP","down","Oxidation of Branched Chain Fatty Acids",3,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/BEP","down","Thiamine Metabolism",3,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/BEP","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/BEP","down","Inositol Metabolism",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Lysine Degradation",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Alanine Metabolism",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Urea Cycle",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Gluconeogenesis",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Phytanic Acid Peroxisomal Oxidation",4,1,0.457,0.399,1
"Misame (1-2 mo.)","BEP/BEP","down","Arginine and Proline Metabolism",5,1,0.571,0.477,1
"Misame (1-2 mo.)","BEP/BEP","down","Phospholipid Biosynthesis",5,1,0.571,0.477,1
"Misame (1-2 mo.)","BEP/BEP","down","Lactose Synthesis",5,1,0.571,0.477,1
"Misame (1-2 mo.)","BEP/BEP","down","Threonine and 2-Oxobutanoate Degradation",5,1,0.571,0.477,1
"Misame (1-2 mo.)","BEP/BEP","down","Valine, Leucine and Isoleucine Degradation",6,1,0.686,0.546,1
"Misame (1-2 mo.)","BEP/BEP","down","Riboflavin Metabolism",7,1,0.8,0.609,1
"Misame (1-2 mo.)","BEP/BEP","down","Tyrosine Metabolism",8,1,0.914,0.665,1
"Misame (1-2 mo.)","BEP/BEP","down","Beta-Alanine Metabolism",8,1,0.914,0.665,1
"Misame (1-2 mo.)","BEP/BEP","up","Pantothenate and CoA Biosynthesis",3,2,0.857,0.19,1
"Misame (1-2 mo.)","BEP/BEP","up","Nicotinate and Nicotinamide Metabolism",7,3,2,0.31,1
"Misame (1-2 mo.)","BEP/BEP","up","Vitamin B6 Metabolism",8,3,2.29,0.411,1
"Misame (1-2 mo.)","BEP/BEP","up","Lactose Degradation",2,1,0.571,0.496,1
"Misame (1-2 mo.)","BEP/BEP","up","Trehalose Degradation",2,1,0.571,0.496,1
"Misame (1-2 mo.)","BEP/BEP","up","Glycolysis",3,1,0.857,0.649,1
"Misame (1-2 mo.)","BEP/BEP","up","Thiamine Metabolism",3,1,0.857,0.649,1
"Misame (1-2 mo.)","BEP/BEP","up","Spermidine and Spermine Biosynthesis",3,1,0.857,0.649,1
"Misame (1-2 mo.)","BEP/BEP","up","Riboflavin Metabolism",7,2,2,0.665,1
"Misame (1-2 mo.)","BEP/BEP","up","Beta-Alanine Metabolism",8,2,2.29,0.75,1
"Misame (1-2 mo.)","BEP/BEP","up","Arginine and Proline Metabolism",5,1,1.43,0.836,1
"Misame (1-2 mo.)","BEP/BEP","up","Pyrimidine Metabolism",5,1,1.43,0.836,1
"Misame (1-2 mo.)","BEP/BEP","up","Betaine Metabolism",5,1,1.43,0.836,1
"Misame (1-2 mo.)","BEP/BEP","up","Valine, Leucine and Isoleucine Degradation",6,1,1.71,0.891,1
"Misame (1-2 mo.)","BEP/BEP","up","Methionine Metabolism",6,1,1.71,0.891,1
"Misame (1-2 mo.)","BEP/BEP","up","Purine Metabolism",7,1,2,0.929,1
"Misame (1-2 mo.)","BEP/BEP","up","Warburg Effect",7,1,2,0.929,1
"Misame (1-2 mo.)","BEP/BEP","up","Pyruvate Metabolism",8,1,2.29,0.954,1
"Misame (1-2 mo.)","BEP/IFA","down","Propanoate Metabolism",6,4,0.857,0.00136,0.0666
"Misame (1-2 mo.)","BEP/IFA","down","Citric Acid Cycle",6,4,0.857,0.00136,0.0666
"Misame (1-2 mo.)","BEP/IFA","down","Warburg Effect",7,4,1,0.00308,0.0839
"Misame (1-2 mo.)","BEP/IFA","down","Lysine Degradation",4,3,0.571,0.00583,0.0839
"Misame (1-2 mo.)","BEP/IFA","down","Tryptophan Metabolism",4,3,0.571,0.00583,0.0839
"Misame (1-2 mo.)","BEP/IFA","down","Transfer of Acetyl Groups into Mitochondria",4,3,0.571,0.00583,0.0839
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvate Metabolism",8,4,1.14,0.00599,0.0839
"Misame (1-2 mo.)","BEP/IFA","down","Arginine and Proline Metabolism",5,3,0.714,0.0139,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Phospholipid Biosynthesis",5,3,0.714,0.0139,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Threonine and 2-Oxobutanoate Degradation",5,3,0.714,0.0139,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Caffeine Metabolism",2,2,0.286,0.0168,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Glycerolipid Metabolism",2,2,0.286,0.0168,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Glycerol Phosphate Shuttle",2,2,0.286,0.0168,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Electron Transport Chain",2,2,0.286,0.0168,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,2,0.286,0.0168,0.11
"Misame (1-2 mo.)","BEP/IFA","down","Valine, Leucine and Isoleucine Degradation",6,3,0.857,0.0264,0.162
"Misame (1-2 mo.)","BEP/IFA","down","Histidine Metabolism",7,3,1,0.0438,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Bile Acid Biosynthesis",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Fatty acid Metabolism",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Butyrate Metabolism",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Plasmalogen Synthesis",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,2,0.429,0.0474,0.202
"Misame (1-2 mo.)","BEP/IFA","down","Inositol Metabolism",4,2,0.571,0.0889,0.323
"Misame (1-2 mo.)","BEP/IFA","down","Urea Cycle",4,2,0.571,0.0889,0.323
"Misame (1-2 mo.)","BEP/IFA","down","Gluconeogenesis",4,2,0.571,0.0889,0.323
"Misame (1-2 mo.)","BEP/IFA","down","Phytanic Acid Peroxisomal Oxidation",4,2,0.571,0.0889,0.323
"Misame (1-2 mo.)","BEP/IFA","down","Glycine and Serine Metabolism",5,2,0.714,0.139,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Ammonia Recycling",5,2,0.714,0.139,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Porphyrin Metabolism",5,2,0.714,0.139,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Folate Metabolism",5,2,0.714,0.139,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Betaine Metabolism",5,2,0.714,0.139,0.359
"Misame (1-2 mo.)","BEP/IFA","down","D-Arginine and D-Ornithine Metabolism",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Fatty Acid Elongation In Mitochondria",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Ketone Body Metabolism",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Steroidogenesis",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Vitamin K Metabolism",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Cardiolipin Biosynthesis",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Androstenedione Metabolism",1,1,0.143,0.143,0.359
"Misame (1-2 mo.)","BEP/IFA","down","Methionine Metabolism",6,2,0.857,0.195,0.467
"Misame (1-2 mo.)","BEP/IFA","down","Glutamate Metabolism",6,2,0.857,0.195,0.467
"Misame (1-2 mo.)","BEP/IFA","down","Nicotinate and Nicotinamide Metabolism",7,2,1,0.256,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Purine Metabolism",7,2,1,0.256,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Pterine Biosynthesis",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Glutathione Metabolism",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Selenoamino Acid Metabolism",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Androgen and Estrogen Metabolism",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Glucose-Alanine Cycle",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Ethanol Degradation",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Fatty Acid Biosynthesis",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvaldehyde Degradation",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Inositol Phosphate Metabolism",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Carnitine Synthesis",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","De Novo Triacylglycerol Biosynthesis",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Estrone Metabolism",2,1,0.286,0.269,0.479
"Misame (1-2 mo.)","BEP/IFA","down","Tyrosine Metabolism",8,2,1.14,0.319,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Beta-Alanine Metabolism",8,2,1.14,0.319,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Cysteine Metabolism",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Steroid Biosynthesis",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Oxidation of Branched Chain Fatty Acids",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Glycolysis",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Fructose and Mannose Degradation",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Retinol Metabolism",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Thiamine Metabolism",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Malate-Aspartate Shuttle",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Degradation of Superoxides",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Thyroid hormone synthesis",3,1,0.429,0.38,0.547
"Misame (1-2 mo.)","BEP/IFA","down","Nucleotide Sugars Metabolism",4,1,0.571,0.477,0.64
"Misame (1-2 mo.)","BEP/IFA","down","Galactose Metabolism",4,1,0.571,0.477,0.64
"Misame (1-2 mo.)","BEP/IFA","down","Alanine Metabolism",4,1,0.571,0.477,0.64
"Misame (1-2 mo.)","BEP/IFA","down","Starch and Sucrose Metabolism",4,1,0.571,0.477,0.64
"Misame (1-2 mo.)","BEP/IFA","down","Aspartate Metabolism",4,1,0.571,0.477,0.64
"Misame (1-2 mo.)","BEP/IFA","down","Phenylalanine and Tyrosine Metabolism",5,1,0.714,0.561,0.723
"Misame (1-2 mo.)","BEP/IFA","down","Pyrimidine Metabolism",5,1,0.714,0.561,0.723
"Misame (1-2 mo.)","BEP/IFA","down","Lactose Synthesis",5,1,0.714,0.561,0.723
"Misame (1-2 mo.)","BEP/IFA","down","Riboflavin Metabolism",7,1,1,0.697,0.887
"Misame (1-2 mo.)","BEP/IFA","down","Vitamin B6 Metabolism",8,1,1.14,0.751,0.944
"Misame (1-2 mo.)","BEP/IFA","up","Pantothenate and CoA Biosynthesis",3,2,0.257,0.0148,1
"Misame (1-2 mo.)","BEP/IFA","up","Alpha Linolenic Acid and Linoleic Acid Metabolism",1,1,0.0857,0.0857,1
"Misame (1-2 mo.)","BEP/IFA","up","Purine Metabolism",7,2,0.6,0.0952,1
"Misame (1-2 mo.)","BEP/IFA","up","Beta-Alanine Metabolism",8,2,0.686,0.124,1
"Misame (1-2 mo.)","BEP/IFA","up","Androgen and Estrogen Metabolism",2,1,0.171,0.166,1
"Misame (1-2 mo.)","BEP/IFA","up","Lactose Degradation",2,1,0.171,0.166,1
"Misame (1-2 mo.)","BEP/IFA","up","Trehalose Degradation",2,1,0.171,0.166,1
"Misame (1-2 mo.)","BEP/IFA","up","Glycolysis",3,1,0.257,0.242,1
"Misame (1-2 mo.)","BEP/IFA","up","Malate-Aspartate Shuttle",3,1,0.257,0.242,1
"Misame (1-2 mo.)","BEP/IFA","up","Spermidine and Spermine Biosynthesis",3,1,0.257,0.242,1
"Misame (1-2 mo.)","BEP/IFA","up","Phosphatidylinositol Phosphate Metabolism",3,1,0.257,0.242,1
"Misame (1-2 mo.)","BEP/IFA","up","Thyroid hormone synthesis",3,1,0.257,0.242,1
"Misame (1-2 mo.)","BEP/IFA","up","Inositol Metabolism",4,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/IFA","up","Sphingolipid Metabolism",4,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/IFA","up","Starch and Sucrose Metabolism",4,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/IFA","up","Urea Cycle",4,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/IFA","up","Arachidonic Acid Metabolism",4,1,0.343,0.313,1
"Misame (1-2 mo.)","BEP/IFA","up","Phenylalanine and Tyrosine Metabolism",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Phospholipid Biosynthesis",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Pyrimidine Metabolism",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Folate Metabolism",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Betaine Metabolism",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Lactose Synthesis",5,1,0.429,0.38,1
"Misame (1-2 mo.)","BEP/IFA","up","Methionine Metabolism",6,1,0.514,0.442,1
"Misame (1-2 mo.)","BEP/IFA","up","Histidine Metabolism",7,1,0.6,0.499,1
"Misame (1-2 mo.)","BEP/IFA","up","Riboflavin Metabolism",7,1,0.6,0.499,1
"Misame (1-2 mo.)","BEP/IFA","up","Warburg Effect",7,1,0.6,0.499,1
"Misame (1-2 mo.)","BEP/IFA","up","Tyrosine Metabolism",8,1,0.686,0.553,1
"Misame (1-2 mo.)","BEP/IFA","up","Pyruvate Metabolism",8,1,0.686,0.553,1
"Misame (1-2 mo.)","IFA/BEP","down","Degradation of Superoxides",3,2,0.343,0.029,1
"Misame (1-2 mo.)","IFA/BEP","down","Transfer of Acetyl Groups into Mitochondria",4,2,0.457,0.0557,1
"Misame (1-2 mo.)","IFA/BEP","down","Propanoate Metabolism",6,2,0.686,0.128,1
"Misame (1-2 mo.)","IFA/BEP","down","Citric Acid Cycle",6,2,0.686,0.128,1
"Misame (1-2 mo.)","IFA/BEP","down","Histidine Metabolism",7,2,0.8,0.171,1
"Misame (1-2 mo.)","IFA/BEP","down","Warburg Effect",7,2,0.8,0.171,1
"Misame (1-2 mo.)","IFA/BEP","down","Pyruvate Metabolism",8,2,0.914,0.218,1
"Misame (1-2 mo.)","IFA/BEP","down","Catecholamine Biosynthesis",2,1,0.229,0.218,1
"Misame (1-2 mo.)","IFA/BEP","down","Fatty Acid Biosynthesis",2,1,0.229,0.218,1
"Misame (1-2 mo.)","IFA/BEP","down","Oxidation of Branched Chain Fatty Acids",3,1,0.343,0.313,1
"Misame (1-2 mo.)","IFA/BEP","down","Thiamine Metabolism",3,1,0.343,0.313,1
"Misame (1-2 mo.)","IFA/BEP","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.343,0.313,1
"Misame (1-2 mo.)","IFA/BEP","down","Inositol Metabolism",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Lysine Degradation",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Alanine Metabolism",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Urea Cycle",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Gluconeogenesis",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Phytanic Acid Peroxisomal Oxidation",4,1,0.457,0.399,1
"Misame (1-2 mo.)","IFA/BEP","down","Arginine and Proline Metabolism",5,1,0.571,0.477,1
"Misame (1-2 mo.)","IFA/BEP","down","Phospholipid Biosynthesis",5,1,0.571,0.477,1
"Misame (1-2 mo.)","IFA/BEP","down","Lactose Synthesis",5,1,0.571,0.477,1
"Misame (1-2 mo.)","IFA/BEP","down","Threonine and 2-Oxobutanoate Degradation",5,1,0.571,0.477,1
"Misame (1-2 mo.)","IFA/BEP","down","Valine, Leucine and Isoleucine Degradation",6,1,0.686,0.546,1
"Misame (1-2 mo.)","IFA/BEP","down","Riboflavin Metabolism",7,1,0.8,0.609,1
"Misame (1-2 mo.)","IFA/BEP","down","Tyrosine Metabolism",8,1,0.914,0.665,1
"Misame (1-2 mo.)","IFA/BEP","down","Beta-Alanine Metabolism",8,1,0.914,0.665,1
"Misame (1-2 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism",7,4,2.6,0.214,1
"Misame (1-2 mo.)","IFA/BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.11,0.306,1
"Misame (1-2 mo.)","IFA/BEP","up","Lactose Degradation",2,1,0.743,0.612,1
"Misame (1-2 mo.)","IFA/BEP","up","Trehalose Degradation",2,1,0.743,0.612,1
"Misame (1-2 mo.)","IFA/BEP","up","Vitamin B6 Metabolism",8,3,2.97,0.645,1
"Misame (1-2 mo.)","IFA/BEP","up","Glycolysis",3,1,1.11,0.765,1
"Misame (1-2 mo.)","IFA/BEP","up","Thiamine Metabolism",3,1,1.11,0.765,1
"Misame (1-2 mo.)","IFA/BEP","up","Spermidine and Spermine Biosynthesis",3,1,1.11,0.765,1
"Misame (1-2 mo.)","IFA/BEP","up","Riboflavin Metabolism",7,2,2.6,0.83,1
"Misame (1-2 mo.)","IFA/BEP","up","Beta-Alanine Metabolism",8,2,2.97,0.892,1
"Misame (1-2 mo.)","IFA/BEP","up","Arginine and Proline Metabolism",5,1,1.86,0.919,1
"Misame (1-2 mo.)","IFA/BEP","up","Pyrimidine Metabolism",5,1,1.86,0.919,1
"Misame (1-2 mo.)","IFA/BEP","up","Betaine Metabolism",5,1,1.86,0.919,1
"Misame (1-2 mo.)","IFA/BEP","up","Valine, Leucine and Isoleucine Degradation",6,1,2.23,0.954,1
"Misame (1-2 mo.)","IFA/BEP","up","Methionine Metabolism",6,1,2.23,0.954,1
